z13xc5v4hkbfdvgpb04ccz0zkrujib4a23c,0,Paul Crowder,2015-05-27T00:34:43.591000,JUST DANCE 3 😂😂😂﻿
z13fhbspolbawj5tn22bsbw5ynvlt1kku,0,Paul Crowder,2015-05-27T00:33:53.183000,"This Will Always Be My Favorite Song<br />But My Favorite Part Is <a href=""http://www.youtube.com/watch?v=KQ6zr6kCPj8&amp;t=3m40s"">3:40</a>-<a href=""http://www.youtube.com/watch?v=KQ6zr6kCPj8&amp;t=4m11s"">4:11</a> In The Video ﻿"
z133wlxihmr0xzicr224gfj53tnhxlxmg,0,keonte moore,2015-05-27T00:25:35.792000,Party Rock<br />﻿
z120tv4aborbjtpuo22ecxvx2rqmsrhck,0,Paige Lebrun,2015-05-26T23:25:22.172000,"LMFAO - Party Rock Anthem ft. Lauren Bennett, Goo…: <a href=""https://youtu.be/KQ6zr6kCPj8"">https://youtu.be/KQ6zr6kCPj8</a>     <br />BOX MAN GOT SOME MOVES! :D HE MAKES MEH SMILE﻿"
z13wxrejjparwzku322ytdjamub5y5glg,0,EDWARD  PALMA ,2015-05-26T22:40:08.281000,This the best song i ever hire<br />﻿
z12sfpazjvv3s3tss23hdhgacwasjjemb,0,breathinsoul,2015-05-26T22:21:28.011000,"Its funny that Mahogany is there lmao, I actually didn&#39;t know that her brother and uncle are part of LMFAO﻿"
z13gfxxpcpemtbfru04cgnobbqraszrowpc0k,0,lol Ippocastano,2015-05-26T20:35:37.090000,"Party rock anthem is love,party rock anthem is life﻿"
z13nfjwhmzyfthozy04cgnobbqraszrowpc0k,0,lol Ippocastano,2015-05-26T20:33:36.195000,"Stop,is a very TOP 1﻿"
z12lgx5xhnj2sdsy004cdhooyvfvd314dyk0k,0,goofygroova16,2015-05-26T20:03:52.314000,Ahhh back when my life didn&#39;t suck...﻿
z134ejc5qo2tinqb404cezl4ayq5cprwoqw0k,0,Boa Hancock Amelia Caria,2015-05-26T20:03:08.241000,Party rock! XD﻿
z12qgp2yvnbvx3wf1222idfjcybhhzl3d,0,eliška žáková,2015-05-26T19:59:04.606000,CUTE  :)﻿
z13vg3dgkqjycpttg23bvl2pwzzzwnteo,0,Ciasteczko ;*,2015-05-26T17:56:36.413000,LMFAO best songs ever!﻿
z12sulyo4qmyjvjvm23tznvzfnboetfuj,0,Like👑A👑Boss (Chloe that pony lover),2015-05-26T16:56:19.780000,"I fuckin love this song!<br /><br /><br />After, I&#39;m sexy and I know it ﻿"
z13ydf2g2z3lz1ids22zy50ocn2hvxfn2,0,FERTHEBOSS1,2015-05-26T16:54:58.587000,they Shuffle hard that they made an Earthquake in Nepal﻿
z12ghl3g3lfvsz5lh223u10jnyvgflune,0,Madagascar Tropic Voyage,2015-05-26T16:02:07.100000,Nice﻿
z12re1q41uvxf3lkf22zzpdo4mj2cflxq04,0,Gulam Maulana,2015-05-26T15:46:26.833000,still.. this reminds me of 1 years back when i was do shuffle everyday﻿
z13sunj4vkyqwdwsq23jcvrpepyegzwrb04,0,Tyrone Wilson,2015-05-26T14:41:43.931000,Love this song makes me wanna dance! ﻿
z12hh3bobpvle1mvt22icnvommzjjxaup,0,Ahmed al rawahi,2015-05-26T13:14:11.830000,that time in 2011 where this shirt was cool﻿
z13jihf5luz0s5nlj22usvaquqeyvxk2u,0,Merle Walton,2015-05-26T12:53:14.308000,Love this video and the song of course﻿
z13fzt0pzle4dlczg04cfd3yonqhfrva3bs,1,Jenna Metchooyeah,2015-05-26T12:31:06.611000,Check out this video on YouTube:﻿
z13df5jp4umzg3jhw04chniaxlviirc4hqs0k,0,Tominke Urbančok,2015-05-26T12:29:11.663000,Very Nice !!!<br />Yeah Fucking.﻿
z131jxyx5lameffkt23qfhsb4weazhxxg04,0,thebayareapimp,2015-05-26T12:04:50.454000,WELL THIS DUDES FADED THE FUCK OUT!﻿
z12cffepsub4gv5z204cjn5zykntdz45ygk,0,Meneer Mandje,2015-05-26T11:51:10.891000,Ah. Good old times (:﻿
z131uxqp3qawzxohf04ce3njbzawyjyhbuw0k,0,No Name Ass Fuk,2015-05-26T11:13:20.537000,old and good song﻿
z125ed041z3phrqsu234vljydn35jhadw,0,hassan laidli,2015-05-26T09:23:16.049000,cool﻿
z12lzlsxewzbihrvl23jibxpttjxcrv04,0,wanderer damion,2015-05-26T08:19:38.276000,not 2 million view anymore :))﻿
z13dun5iruvhx3ryi04cgjkq1nqhhp2p1p00k,0,Jipi Trần,2015-05-26T07:16:51.245000,Good﻿
z13rhxvopkjkxp1kr23xfrio3oyttbvuq,1,Xan Harmer,2015-05-26T06:19:34.669000,Check out this video on YouTube:﻿
z12ntfuinv2kjvjtr220szfjmru0ydt13,1,Jessica Benavides ,2015-05-26T04:15:04.528000,Check out this video on YouTube:<br />﻿
z120zd0iryyxgfsnh22zxxqq1q3pjf5et,0,ShockMinerX,2015-05-26T02:03:46.816000,Remeber the good ol&#39; days when songs weren&#39;t about butts.  ﻿
z12lfltwkq2cv1gft22aslh5hwyjgtzto,0,marie smith,2015-05-25T22:01:29.580000,You are the music hero😍😎﻿
z13hxdr5uvbsintfz22uddk4imbkcp20h,0,Mattkrewe,2015-05-25T20:36:42.681000,i was born in the wrong generation﻿
z13nctv5kwyetr3q504ce3443mqbhns4xu40k,0,janet rangel,2015-05-25T18:11:22.048000,Love this song makes me wanna dance! ﻿
z12cylxbfwfxijrbs04ce3443mqbhns4xu40k,0,janet rangel,2015-05-25T18:03:46.138000,Love this song makes me wanna dance! ﻿
z12rtnfbgv2jwdj4q04cefeaqxevh5ogpwg0k,0,Роза Герман,2015-05-25T17:09:31.831000,Very good! Like! :D﻿
z13wtxlwqlfizpaiq04cixs4eon3ez5xeaw,0,Andy FunnyVideos,2015-05-25T16:33:18.843000,"the views...... They&#39;re over 90,000!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿"
z13ezbtpzujggwcckyy0cljbfkn0zbkk1,0,Gaven Purdin,2015-05-25T16:30:30.753000,love lmfao party rockin keep it going﻿
z12hy3mipnupwbelu23bxloz0uyutfhql04,0,Martin Dushkov,2015-05-25T12:24:17.075000,Best Music Ever!!!﻿
z12pxvow0mzfj3mvx22hv3eqslmuvl4w304,0,Ernad Smailovic,2015-05-25T07:44:47.054000,Likeeee﻿
z12ycjvh3nbqulnmr23tyv45pubiexurd04,0,nienke de kimpe,2015-05-25T07:14:26.531000,Cool﻿
z13jvndqyr2zjzpxo04cij4pdva4yhqzlq40k,0,D Maw,2015-05-25T05:43:54.048000,Remeber when this song was good﻿
z122wfsbyvfeip0wl04cefjz1svzcd25vqg0k,0,jesus sanchez,2015-05-25T05:37:32.023000,2015 &lt;3﻿
z13lutxw3tnfj3fgg04cfrwgolm1ftzp2ug0k,0,Chibi Chan,2015-05-25T03:11:56.180000,i want to be that robot guy...﻿
z12pd3wq0p3wzzt5p04cd33pwnrreduadn40k,0,Brianna Reed,2015-05-25T03:02:02.615000,I LOVE YOUR SONGS﻿
z13yd544duyufvy1h22mhplzskveejjl3,0,Lemon Slices,2015-05-25T02:12:17.753000,Omg it&#39;s going to have 1bi views!﻿
z12sh3g5bxeczzrpw04cg3vatpv5cphzbok0k,0,Georges EIrani,2015-05-24T23:52:38.563000,Dance :)﻿
z13jszkr5ka1e5s5204cetkg3mnazbb5zcc,1,Paul Garza,2015-05-24T17:13:37.700000,Check out this video on YouTube:﻿
z12vtxzqskzlupozn04cdjdpvrvctxjpn0c,0,ignacio diaz palma,2015-05-24T16:10:47.020000,5 years... ﻿
z121hxvwrz35e1udw22lh5objyf1wxefn,0,Amanda Ludwick,2015-05-24T15:54:08.016000,cool cool cool cool cool cool cool﻿
z12avxpx4t3xib0fq225jvlbdnqfh320y,0,Eliana Guzman,2015-05-24T15:47:50.071000,Wow I love it ﻿
z122ixhpoqn3i3s5u04chxvxqtr0dns4gqs0k,0,Kenster,2015-05-24T11:54:19.170000,Who knows the name of that girl?.. and that one.. and that one...﻿
z13yydnzzta0frsum23rx31imxmdfn4t3,0,Baptiste Blomme,2015-05-24T11:35:58.714000,Why did they stop their career in music? This music rocks !﻿
z12ctjfqtz3gjtgqj04chrbxtxutf5dh310,0,Franklin Music,2015-05-24T02:53:52.667000,Very Nice !﻿
z13lfhwrjweyxzs4c04cgxwywsvyw3zhexg0k,0,Salvador Sanchez,2015-05-24T02:28:34.605000,Why sooooo many downs?﻿
z13fvlhr2lzfflguw22hd5rjckihspgwt04,0,crazy girl,2015-05-23T23:26:05.305000,tension⤴︎⤴︎﻿
z133wn2qulv5zz45q04cc10qbqv3gts5e3w,0,Sana Kashif,2015-05-23T20:55:07.056000,Nice﻿
z13sjlb4rrjmdd2tl23cidlblkizefxvx,0,Yuliana Andrea  Caucali Acosta,2015-05-23T18:59:07.686000,2015<br />I like video﻿
z12uzb3oxy23cbikz23qsjczaxz5wh1t5,0,luisel Tutoriales Gameplays (luisel Tutoriales),2015-05-23T18:56:07.484000,music yeah﻿
z12jvb5gsrnmebqqv04cg11jwtmdwfdx1jw,0,_ OMGiTzLeo _,2015-05-23T18:15:32.442000,Like this in 2015! :D﻿
z12bivpo3navshouw23tixb5imayt1xqt04,0,Lizz Seamore,2015-05-23T16:34:57.143000,This was such an epic track. And the video is awesome!﻿
z12jf1h5lznmuhcuw22ruxdyxp2eh32ch,0,irving echeverria,2015-05-23T16:16:34.285000,LIKKEE﻿
z12tgphxmvmizr5h104cjzr5rle3tftgch0,1,joann belin,2015-05-23T16:13:56.684000,give it a like﻿
z12njt2xmsb2jpbp104ccz3xiwfzflriujo,0,Powpie Cheers,2015-05-23T13:58:07.199000,Lets party﻿
z13tsligxuffvrxkz23qibyydnbagphm2,1,Terry Short,2015-05-23T11:46:55.624000,"Support the fight for your 4th amendment right to privacy in your home and business. Stop the NSA spying on Americans with the un Patriot Act Renewal. Rand Paul has spent 10.5 hours on the Senate floor in a Protest and Filibuster fighting for our  Constitution that this Nation is founded on. Join the fight at Rand Paul dot com. Spread The Word. We Have Someone That Cares About Our Nation.  Email your Senators, Congress men and women, tell them to support Rand. Tell the news to support Rand too. Senator Rand Paul was up until <a href=""http://www.youtube.com/watch?v=KQ6zr6kCPj8&amp;t=1m00s"">1:00</a> am this morning fighting for our Constitution.﻿"
z13fehihaneyzh3wp04cfxrwkyfkwvgoex00k,0,pratik patel,2015-05-23T05:28:49.504000,"mindblowing dance.,.,.superbbb song﻿"
z12ldxsqzsvvwf5h404cjh5ooxincztrles,0,Tiona Mayo,2015-05-23T04:03:15.720000,Anyone else think this video theme is a bit of an insult to 28 days later? ﻿
z12lfnvjjm3vi1fsx23mdjc5rpu3x3kox04,1,Jd Hurst,2015-05-23T01:50:08.642000,Check out this video on YouTube:﻿
z13qwl2rznzohbhqy04ch3cy5tnihrkhlt40k,0,Thejaynetts,2015-05-23T00:53:59.385000,Never get old ﻿
z13rjvjx1qbrsf5ng233tbgyyxy2wroqu04,0,Châu Nguyễn (Michelle),2015-05-23T00:00:28.937000,I remember when this used to be so popular all around at the time.<br />I still love it.﻿
z13lfpkzyzvoynqvi234g5ix3taoefr21,0,Roham 11,2015-05-22T20:42:29.523000,Strong messages in every  song I&#39;ve  heard.﻿
z13jspr4tpe5cfofr23eftm4ivaigv1ju04,0,vipman yea,2015-05-22T19:29:46.566000,4 fucking years are fucking past so fucking fast fuck.....﻿
z13bx3dxkuqafjtdo22dszzq4wy0sxxkq,0,sok piseth,2015-05-22T17:51:58.941000,I know it old song but (like) if you watching in 2015﻿
z12fud04ypiisp4gu04ccbrobq2fzlbawsc0k,0,troll face,2015-05-22T16:27:17.041000,i&#39;m watching this on summer 2015﻿
z12dfr5irwr5chwm3232gvnq2laqcdezn04,0,Carlos Rueda,2015-05-22T15:04:20.310000,I am going to blow my mind﻿
z12tevwo3qq4cxwv022vgxnx2senxvxar04,0,FunCircUS,2015-05-22T14:43:16.180000,And i´m Shufflin still today :D﻿
z12nd5j4tofqu3r5104cirbicuj0v3pp51k,0,Waleed Khan,2015-05-22T13:54:59.712000,This is my favorite song ever love this Party Rock It Everybody!!!!﻿
z124c10ohxvlx1mip04ccp3rqtetgp2qxhs,0,Tuấn Anh Nguyễn Tiến,2015-05-22T12:31:53.438000,1000000000 views.﻿
z13ucpgpwv2zw3wwr04ch5jj3ya1jtmq1g0,0,JR6GAMING,2015-05-22T02:08:09.304000,lets get it to 1 BILLION﻿
z120t12qtr23etulr23rvzbyfyj1yfons,0,Mayen Dabuol,2015-05-22T01:59:18.387000,Love this soooooooooooooooooooooooooooooooooooooooooooooooooo much﻿
z121tf4iwyrivvpsf232dhho5k33dvxy204,0,Carol Galvan,2015-05-22T01:37:18.791000,I love this song so much﻿
z13uzb3zqoylw1kl022zidpqbn2tfpcjr04,1,Connor Mire,2015-05-21T20:47:08.673000,I&#39;m A SUBSCRIBER﻿
z13xxf3qlq2bxpm1o22zidpqbn2tfpcjr04,0,Connor Mire,2015-05-21T20:46:54.704000,This Song is AWESOME!!!!﻿
z12cttv5iwv0ur3en221ih2zssbkfrczq04,0,Lolumad66,2015-05-21T19:41:48.565000,Best song ever made i swear :D i still hear even doe it old!! who else?﻿
z12mzfsy0mypfvcy404ccdvqmyq5gzqazow0k,0,Nancy “Aya” Lo,2015-05-21T19:16:44.104000,I came here because of Vanoss.﻿
z13kvz3pluj4uv2es23ugvuytyftxbpb204,0,Tala sweet,2015-05-21T14:15:23.860000,Best song for ever💜💜😢<br />﻿
z12jjrfyukjlw5wyl04cddbo5pysslphbqs0k,0,Miix_MC,2015-05-21T14:01:01.480000,epic﻿
z12qd1vx5xjecxvxu04cevnpmmqve30jgrk0k,0,   Berty  Winata,2015-05-21T11:41:30.117000,"I like so much this music,  good ﻿"
z13dv1fxtl20jhylo22pyx5gvme4wra1q,0,Shirley Donoso,2015-05-21T11:34:17.696000,Beautiful song﻿
z13ufhijoxrjsnrxz04chh3gzledzruyg2c,0,Aryan Khemka,2015-05-21T05:31:14.644000,Why do I feel like as if Gangnam style copied their song from this?!﻿
z133xtoivnattvbm123idnoxlxryufnlg,0,LemonSpy_,2015-05-21T03:30:25.794000,"Damn, this was everywhere﻿"
z13egr0zgknxttdyj04ci54ofzamcpuipng0k,0,Ice cream hero For AWSOMENESS!,2015-05-21T01:28:02.562000,Party time!﻿
z13mgxsztmn1hpam223tcxbglvi2wpx4o04,0,Steven Sachel,2015-05-21T01:24:34.058000,never gets old﻿
z13wz3sxqzv5u1axg04cepvrosylertw5xo0k,0,Nick Hardison,2015-05-20T21:46:43.674000,this song is fu cking awesom!!!!!!!﻿
z13ms12adsbdjbdds23nctrqsq2qhtose,1,Angela Alor,2015-05-20T19:53:57.924000,HOW DO YOU PUT A PICTURE FOR YOUR IMAGE THINGIE?!?!﻿
z12cjdywboihdxu5d04celsj0m2vjzrwk0k,1,DrPunkable,2015-05-20T17:39:26.476000,"okay, this should cover me for some time... Thumbs up if you&#39;re watching while youtube still exists.﻿"
z12mfpupfyqairrzh04cf5v5ppeldjha53c,0,shreyes taral,2015-05-20T16:57:09.940000,"This song is just insane.<br />Do you dance listening to this song?( i do, lol)﻿"
z13bdbmoqo3yurmfa22lznkpvqqkfl5fh,0,Smile day,2015-05-20T16:17:41.577000,:)﻿
z12vsvqwqyjiinvj204cjjjyflbgvbsgtlg0k,1,Eduardo Salgado Uresti,2015-05-20T13:16:34.752000,Thumbs up if shrek is gay 👍﻿
z13rfjuxmtm3vd2eb23qi1brgq3ic5nxv04,0,Marshmallow Kingdom,2015-05-20T12:40:57.549000,THUMBS UP FOR ROBO GUY BABY﻿
z12byh5aau33evli204cits4yxmsht0qjrg0k,0,Marshmallow Kingdom,2015-05-20T12:39:21.201000,SERIOUSLY HOW DID THEY COME UP WITH THAT BEAT IT IS INSANELY GOOD HOLY FUCK﻿
z13wtxw41lucynljt04cits4yxmsht0qjrg0k,0,Marshmallow Kingdom,2015-05-20T12:38:04.230000,BEST PARTY SONG LITERALLY PARTY ROCK IS IN THE HOUSEE TONIGHT!!!!﻿
z13tudczpxi5j1eun22zudooymblxxeup,0,Mary McCoy,2015-05-20T12:10:42.138000,Memories﻿
z133dbir3vbttld3122mdjtjyq3dc35z504,0,Ticci TøbyyX3,2015-05-20T10:15:33.415000,I lovee it ♥﻿
z132ed545qrhytxr404ch1q43uuyzrdwnqs0k,0,Niecee Sumling,2015-05-20T07:52:09.296000,More views than nikki minaj Anaconda﻿
z12de5li5lzwcbblp23gc11zmli4t5r10,0,Dicky Tricahyadi,2015-05-20T05:49:45.161000,LMFAO IS THE BEST﻿
z133hrmoltquclguh23luxkq2w2zgj1vz,0,Daniel Cruz,2015-05-20T04:15:49.589000,Who else saw jesses dancing sorry if I spelled it wrong  peace✌﻿
z120ubqoukjxu1ktp22xfvexvyu3xzkbv04,0,Jasmin Lopez,2015-05-20T03:52:41.589000,I like how the robot shuffles he shuffles good﻿
z12sub0pnwzlgnz0r23pwvaqtuveyxr1z,0,Blaze Blaziken,2015-05-20T03:50:29.098000,you cant stop the shuffle﻿
z12aczabeuzvhb0bg04cg35o2li0whbglss0k,0,Maria Lopez,2015-05-20T02:07:55.736000,Dang Dat little kid gat moves﻿
z125fx5glr2mwfycg22otzyjbvuod5yjx04,0,uncleltr,2015-05-20T01:50:18.209000,I miss this song. 😢﻿
z13twftbwk3qxl3gp04cgnob4ueot3pglok0k,0,creeperx 945,2015-05-20T00:31:13.204000,Loves it﻿
z12dhjqivqv3zvxwl04ccrs43v2wz1cbys40k,1,Bella Cullen,2015-05-19T23:21:48.011000,Check out this video on YouTube:<br />Gotta dance and just have a blast every time I hear this song !!!! Just ❥love❥ it!<br />﻿
z122wjt5wsi3xt25304cg1yrnxuxyluayuk0k,0,Insomniac,2015-05-19T23:17:19.120000,Man this song really does get in your bones - one minute I&#39;m nearly dosing off to sleep - the next I&#39;m shuffling like crazy with hot feet XD﻿
z12lxf34zybwv5siw04cftthhuiksxfjpjo,0,Deyanira  Urena,2015-05-19T23:09:27.619000,That shake and that golden and black robot were really partying ﻿
z131i14binnjjtrnn224e5yw5re0jxtmf,1,emrah England,2015-05-19T22:10:02.515000,Take a look at this video on YouTube:﻿
z13jzdtr3nqkc5ooj04cilhxgzywzhfrnzc0k,0,Fire Ghost73,2015-05-19T22:01:54.036000,cooooooooooooolllllllllll﻿
z12sz3wprvyovr2sr235gbex2tewsbqwh04,0,Khadra Abdirahman,2015-05-19T17:13:17.961000,Wow;)﻿
z13hhvtojxzvyl3oc04ci5pzaqjpynz5nvo0k,0,edge mango,2015-05-19T12:40:24.071000,"OH SHIT THIS WAS UPLOADED ON MY BIRTHDAY, finally my birthday isnt a curse, because on this day maylaysia airlines went missing, so i thought my birthday was a curse xD﻿"
z13ledpiwqidu5iu022vy1yy3zntxnniz04,0,Pepe The Meme King,2015-05-19T03:50:16.935000,everyday I&#39;m shufflin﻿
z12nd53pxmacxb5wz04cfjsbvsjyjbqihvw0k,0,Pepe The Meme King,2015-05-19T03:49:29.427000,everyday I&#39;m shufflin﻿
z12gyripbnbehdria04ccn2jxlqkwjhqbio,1,Damn Son,2015-05-19T03:49:19.732000,Thumbs up if FE-FE-FE-FE-FEGELEIN brought u here﻿
z13bixew2rvmfpxcx23mf3iwxmydd3qh104,0,Teo Wei Jun,2015-05-19T02:04:52.377000,Every day I&#39;m Shuffling !﻿
z13gcbixunqogr2k4220fp1xcqz5svi0b,0,Heavyassmetalman,2015-05-19T01:37:24.873000,cool song ever good thing its here﻿
z13jwbvxvoqje10yg04ccbx5lna5w5rr0tg0k,0,EraserMan2,2015-05-19T00:46:08.243000,why does the world not shuffle???﻿
z13bvpnptyiuzjlr004cijkhguzvjlsjrpw0k,0,jen ven,2015-05-18T18:14:56.234000,"Love these guys, love the song!﻿"
z13ot51yusa1htugp04cffzh0knkz55ae4w,0,Alexis Dean,2015-05-18T15:00:30.430000,Its funny because I listen to rock and death metal. But i like this.﻿
z133gz1qly2kit14004cgfuznyqezxay4uk0k,0,Georgina Riba,2015-05-18T14:57:49.390000,"Shuffling all the way with LMFAO! I like this one, wish I could shuffle like these crazy dudes﻿"
z13ftvvprmqnijnrr04cgrej5paxhp3ionk0k,0,CHINMAY JANGID,2015-05-18T14:50:38.070000,5th most viewed video.. i guess﻿
z13duz4apzezupvmy22agxwikzizhrah304,0,JuanjoOMG,2015-05-18T13:48:51.649000,my favorite song﻿
z12tyfpzkznlghgqz04cjpsp3ymuil05t3g,0,sheerwill,2015-05-18T13:01:00.402000,I like this song<br />﻿
z13zvnepkwvgirzi104cdf1pyyyecthieew,0,Ali Altınışık,2015-05-18T10:56:12.254000,Wow dance show﻿
z13cfr5o3mnyez4ju04ce3whmvflg1fifl00k,0,vieshva .d.exodous,2015-05-18T08:38:34.236000,Awesome﻿
z12ojfkgxxrxurgvz23vxxjg2rabwlikn,1,Mason Pearce,2015-05-18T07:12:10.556000,like if ur watchin in 90000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                                                                              1﻿
z12cgnpg1z2kydz5x04cg5djrte2zllprng0k,0,Cameron Raji,2015-05-18T04:20:48.086000,Good times. ﻿
z13cy1hhuzuuz3m3n23jhbo4bsylj1rt5,0,Fred Courroie,2015-05-18T02:58:22.855000,Laughing My Fucking Ass Off!!!﻿
z13djfvhftzqdxlql04chviyzoroz52wroo0k,0,Blaze Rod,2015-05-17T23:01:41.901000,"when i see this back in 2015 i ask myself how people got to like this song. seems like Gangnam style copied this style though, might just be me but yea﻿"
z13suboizyjhsvsg004cj3iypry3hjewpss0k,0,connie cooper,2015-05-17T21:07:42.387000,wait I SAW A KID NOT KIDDING﻿
z12hctzi5nvbxhcqu04civkgsujfeffxkvs0k,0,Donna Loyd,2015-05-17T19:58:38.281000,Party rock due and duel﻿
z12je1hpbmvbux4iu04cflvz1qiluvvawo40k,0,Chihiro Cross,2015-05-17T19:55:19.876000,fucking love it omg :v﻿
z13cdn1asl2jy5ceu23ssbvohmqcjxdw104,0,javiera fracisca labrin,2015-05-17T19:43:43.872000,this very good so I dance with some companions front of the whole school﻿
z12gwzbqipbzyt0dg232zfya0qzpudm0e,1,Vathanarajah Kunarajah,2015-05-17T19:36:36.955000,Check out this video on YouTube:﻿
z13qfx0atsepgjsjn04cdniyxw21y3qqarg0k,0,chicharito fan,2015-05-17T19:35:44.075000,I could finally do the spongebob but I started yesterday XD﻿
z13jtruhmlzzznqps04cd5rrbl2uexth4to0k,0,Lorenzo Raggiante,2015-05-17T17:14:17.168000,Thumbs up if you&#39;re watching in 2015﻿
z13ctjchczaqerw3i23aw3cbzqidflbb304,0,Naomi Rayner,2015-05-17T16:33:08.950000,I love it﻿
z12xdtdgitfgyxa0y23sxbvrwp3owpjgd04,0,Julien Paradise,2015-05-17T16:18:24.098000,"LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock.﻿"
